,track_id,artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,followers,explicit_label,fame_score
12,4cacyP5c3PMlfnyjpg13xW,Yung Gravy,Betty (Get Money),87,146470,False,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,4,hip-hop,1084290.0,Non-Explicit,0.7300404078890624
13,6tCd8bPvYnceDG7W9M1RMk,BLACKPINK,Shut Down,87,175889,False,0.813,0.657,0,-6.447,1,0.0372,0.00269,0.0,0.183,0.651,110.053,3,k-pop,20950428.0,Non-Explicit,0.9165029956808098
14,0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,87,143901,True,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4,hip-hop,4562300.0,Explicit,0.8205190214171023
15,3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,87,284200,True,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4,hip-hop,43747833.0,Explicit,0.9628651828806797
16,4xkOaSrkexMciUUogZKVTS,Eminem,Till I Collapse,86,297786,True,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,4,hip-hop,43747833.0,Explicit,0.9628651828806797
17,2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,Hope,86,110886,True,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,4,hip-hop,26747778.0,Explicit,0.9318855680217136
18,27NovPIUIRrOZoCHxABJwK,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),86,212000,True,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,4,hip-hop,4562300.0,Explicit,0.8205190214171023
19,0RDqNCRBGrSegk16Avfzuq,TWICE,Talk that Talk,86,177466,False,0.772,0.907,3,-2.438,0,0.124,0.136,0.0,0.334,0.783,119.973,4,k-pop,8676701.0,Non-Explicit,0.8609956892533707
20,1rDQ4oMwGJI7B4tovsBOxc,Jack Harlow,First Class,86,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,k-pop,832196.0,Explicit,0.7133783225565248
21,4woTEX1wYOTGDqNXuavlRC,Eminem,Superman,86,350320,True,0.802,0.755,4,-3.138,0,0.0564,0.0215,0.0,0.295,0.58,130.027,4,hip-hop,43747833.0,Explicit,0.9628651828806797
22,7EyhPjrJzjx0fk2i7vUJCS,BLACKPINK,Pink Venom,85,186964,False,0.794,0.719,0,-7.227,1,0.0761,0.0119,0.0,0.276,0.69,90.016,4,k-pop,20950428.0,Non-Explicit,0.9165029956808098
23,10SRMwb9EuVS1K9rYsBfHQ,BTS,Yet To Come,85,193593,False,0.559,0.885,1,-4.515,1,0.189,0.0432,0.0,0.333,0.683,172.029,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
24,0Q5VnK2DYzRyfqQRJuUtvi,IVE,LOVE DIVE,85,177186,False,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,4,k-pop,702.0,Non-Explicit,0.2677880756978718
25,5QDLhrAOJJdNAmCTJ8xMyW,BTS,Dynamite,85,199053,False,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
26,3UmaczJpikHgJFyBTAJVoz,Eminem,Stan,85,404106,True,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,4,hip-hop,43747833.0,Explicit,0.9628651828806797
27,1zi7xx7UVEFkmKfv06H8x0,Drake,One Dance,85,173986,False,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,,4,hip-hop,54416812.0,Non-Explicit,0.9766067330697129
28,3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,Everybody Dies In Their Nightmares,85,95466,True,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,,4,hip-hop,26747778.0,Explicit,0.9318855680217136
29,7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,84,119133,True,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,,4,hip-hop,26747778.0,Explicit,0.9318855680217136
30,6DCZcSspjsKoFjzjrWoCdn,Drake,God's Plan,84,198973,True,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4,hip-hop,54416812.0,Explicit,0.9766067330697129
31,6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,84,243836,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4,hip-hop,16118616.0,Explicit,0.8999938102674979
32,503OTo2dSqe7qk76rgsbep,Snoop Dogg,Still D.R.E.,84,270586,True,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,,4,hip-hop,6805667.0,Explicit,0.8457016881929345
33,7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,84,177000,True,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4,hip-hop,17065065.0,Explicit,0.9035866644032705
34,69xohKu8C1fsflYAiSNbwM,BTS,Run BTS,84,204939,False,0.724,0.818,8,-3.747,1,0.168,0.0201,0.0,0.0358,0.696,77.004,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
35,1aL9518P5G72N92b48tuKw,AP Dhillon,Summer High,83,177391,False,0.86,0.541,1,-6.51,0,0.0325,0.165,0.163,0.0663,0.952,,4,hip-hop,110010.0,Non-Explicit,0.5859634962168149
36,296nXCOv97WJNRWzIBQnoj,LE SSERAFIM,FEARLESS,83,168437,False,0.863,0.62,7,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971,4,k-pop,,Non-Explicit,
37,08Isz2ETWSBhvIl8UpKYsp,Shubh,No Love,83,170387,False,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,4,hip-hop,,Non-Explicit,
38,3khEEPRyBeOUabbmOPJzAG,Kenshi Yonezu,KICK BACK,83,193495,False,0.577,0.941,1,-5.17,1,0.105,0.00207,3.36e-06,0.0891,0.292,101.921,4,anime,2749745.0,Non-Explicit,0.7886372091115921
39,6jjYDGxVJsWS0a5wlVF5vS,BTS,Butter,83,164952,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
40,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,83,312820,True,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4,hip-hop,16118616.0,Explicit,0.8999938102674979
41,40iJIUlhi6renaREYGeIDS,Drake,Fair Trade (with Travis Scott),83,291175,True,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4,hip-hop,54416812.0,Explicit,0.9766067330697129
42,2grjqo0Frpf2okIBiifQKs,"Earth, Wind & Fire",September,83,215093,False,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4,jazz,2844202.0,Non-Explicit,0.7907639083572255
43,7iL6o9tox1zgHpKUfh9vuC,50 Cent,In Da Club,83,193466,True,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,4,hip-hop,7036668.0,Explicit,0.8478035004137608
44,0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,83,135090,True,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4,hip-hop,26747778.0,Explicit,0.9318855680217136
45,1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO (Call Me By Your Name),83,137704,True,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,,4,hip-hop,4562300.0,Explicit,0.8205190214171023
46,0VgkVdmE4gld66l8iyGjgx,Future,Mask Off,83,204600,True,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,4,hip-hop,10099191.0,Explicit,0.8705550916651078
47,3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,83,166605,True,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4,hip-hop,26747778.0,Explicit,0.9318855680217136
48,7FIWs0pqAYbP91WWM0vlTQ,Eminem,Godzilla (feat. Juice WRLD),83,210800,True,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,,4,hip-hop,43747833.0,Explicit,0.9628651828806797
49,5aucVLKiumD89mxVCB4zvS,j-hope,Rush Hour (Feat. j-hope of BTS),83,177302,False,0.738,0.714,0,-5.235,1,0.249,0.157,0.0,0.31,0.74,95.035,4,k-pop,5837700.0,Non-Explicit,0.8360412335631031
50,3GCdLUSnKSMJhs4Tj6CV3s,Kendrick Lamar,All The Stars (with SZA),83,232186,True,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,,4,hip-hop,17065065.0,Explicit,0.9035866644032705
51,0fX4oNGBWO3dSGUZcVdVV2,Kendrick Lamar,N95,83,195950,True,0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,4,hip-hop,17065065.0,Explicit,0.9035866644032705
52,7AQim7LbvFVZJE3O8TYgf2,XXXTENTACION,Fuck Love (feat. Trippie Redd),83,146520,True,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,4,hip-hop,26747778.0,Explicit,0.9318855680217136
53,15JINEqzVMv3SvJTAXAKED,Eminem,Love The Way You Lie,83,263373,True,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,4,hip-hop,43747833.0,Explicit,0.9628651828806797
54,42TMa2hgBNjte4uV7jNCnQ,Shubh,Baller,82,148188,False,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,4,hip-hop,,Non-Explicit,
55,3B54sVLJ402zGa6Xm4YGNe,French Montana,Unforgettable,82,233901,True,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4,hip-hop,3901095.0,Explicit,0.8106601661189776
56,7floNISpH8VF4z4459Qo18,XXXTENTACION,Look At Me!,82,126345,True,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4,hip-hop,26747778.0,Explicit,0.9318855680217136
57,2JzZzZUQj3Qff7wapcbKjc,Charlie Puth,See You Again (feat. Charlie Puth),82,229525,False,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4,hip-hop,12846333.0,Non-Explicit,0.8857053590672138
58,29m79w9xPMH4YCD6r8JSmV,AP Dhillon,Excuses,82,176232,False,0.837,0.717,5,-7.749,0,0.0822,0.0842,0.0,0.149,0.494,94.984,4,hip-hop,110010.0,Non-Explicit,0.5859634962168149
59,3BHR1mJOqn2UZyq98YKPgd,BLACKPINK,Typa Girl,82,179172,True,0.918,0.585,7,-7.781,1,0.0889,0.0627,0.0,0.624,0.519,131.966,4,k-pop,20950428.0,Explicit,0.9165029956808098
60,7ycWLEP1GsNjVvcjawXz3z,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),82,205040,True,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4,hip-hop,9024285.0,Explicit,0.8634689348750239
61,3O8G8eVrhfXTGttyQ1xVuq,Stray Kids,CASE 143,82,191964,False,0.812,0.89,6,-2.661,0,0.209,0.0961,0.0,0.0222,0.69,100.006,4,k-pop,4344654.0,Non-Explicit,0.8174411037792926
62,1QpwvWMQGdOgA8MXXfgs4H,NMIXX,DICE,82,165746,False,0.556,0.798,7,-3.331,1,0.254,0.0848,0.0,0.33,0.628,,4,k-pop,,Non-Explicit,
63,2g6tReTlM2Akp41g0HaeXN,Kendrick Lamar,Die Hard,82,239026,True,0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,4,hip-hop,17065065.0,Explicit,0.9035866644032705
64,0Fs9cdPDhptWEDJmiCbkEW,J. Cole,She Knows (feat. Amber Coffman & Cults),82,296520,True,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,4,hip-hop,13067338.0,Explicit,0.8867794296095325
65,3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,82,175720,True,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,,4,hip-hop,16118616.0,Explicit,0.8999938102674979
66,7Ie9W94M7OjPoZVV216Xus,Eminem,Not Afraid,81,248133,True,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,5,hip-hop,43747833.0,Explicit,0.9628651828806797
67,7GNRUsU3M4XNDDB9xle5Dz,PSY,That That (prod. & feat. SUGA of BTS),81,174646,False,0.905,0.962,4,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,4,hip-hop,1166880.0,Non-Explicit,0.734662758693472
68,0yCWDaAgOtg6TKlNCg9rwA,King,Tu Aake Dekhle,81,270000,False,0.77,0.84,11,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,4,hip-hop,117408.0,Non-Explicit,0.5900616484239465
69,5uEYRdEIh9Bo4fpjDd4Na9,Travis Scott,Goosebumps - Remix,81,162802,True,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,4,hip-hop,16118616.0,Explicit,0.8999938102674979
70,1r8ZCjfrQxoy2wVaBUbpwg,The Kid LAROI,Thousand Miles,81,164781,True,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,4,hip-hop,1624015.0,Explicit,0.7554779110040265
71,1fewSx2d5KIZ04wsooEBOz,Gunna,Space Cadet (feat. Gunna),81,203266,True,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,,4,hip-hop,3071007.0,Explicit,0.7955949913434912
72,0IGUXY4JbK18bu9oD4mPIm,(G)I-DLE,TOMBOY,80,174386,False,0.755,0.87,1,-2.414,0,0.0936,0.00988,0.0,0.0917,0.645,124.032,4,k-pop,2456936.0,Non-Explicit,0.7815474594705234
73,5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,It's You,80,212606,False,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,4,hip-hop,1661746.0,Non-Explicit,0.7569241175462594
74,63irPUP3xB74fHdw1Aw9zR,Stray Kids,MANIAC,80,182757,False,0.581,0.8,1,-2.613,1,0.411,0.154,0.0,0.0697,0.709,119.872,5,k-pop,4344654.0,Non-Explicit,0.8174411037792926
75,6I2tqFhk8tq69iursYxuxd,SEVENTEEN,HOT,80,197586,False,0.765,0.777,5,-4.376,0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,4,k-pop,5087427.0,Non-Explicit,0.8273790771103431
76,27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,80,161384,True,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,,4,hip-hop,1624015.0,Explicit,0.7554779110040265
77,1I2MEjnS9c4OPMnKWbIuYs,BLACKPINK,Hard to Love,80,162569,True,0.647,0.723,5,-6.214,1,0.0491,0.00503,0.0,0.176,0.443,105.001,4,k-pop,20950428.0,Explicit,0.9165029956808098
78,4a9tbd947vo9K8Vti9JwcI,BTS,Boy With Luv (feat. Halsey),80,229773,False,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
79,6TQS7URegxmcb8tTNpoXzi,Anirudh Ravichander,"Megham Karukatha (From ""Thiruchitrambalam"")",80,290400,False,0.429,0.614,4,-6.573,0,0.0709,0.513,0.000316,0.0922,0.743,149.966,3,k-pop,4039449.0,Non-Explicit,0.8128546604280386
80,3XYRV7ZSHqIRDG87DKTtry,BTS,Permission to Dance,80,187585,False,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
81,6ZYxNjuAU9Vy3VtF6W1dtE,Shubh,We Rollin,79,199205,True,0.82,0.504,4,-9.113,0,0.141,0.261,7e-06,0.104,0.275,85.016,4,hip-hop,,Explicit,
82,3Ofmpyhv5UAQ70mENzB277,Masked Wolf,Astronaut In The Ocean,79,132780,True,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,4,hip-hop,177401.0,Explicit,0.6160519467638658
83,2YpeDb67231RjR0MgVLzsG,Lil Nas X,Old Town Road - Remix,79,157066,False,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,4,hip-hop,4562300.0,Non-Explicit,0.8205190214171023
84,5k38wzpLb15YgncyWdTZE4,Halsey,Him & I (with Halsey),79,268866,True,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,4,hip-hop,14626427.0,Explicit,0.8938768000593232
85,0eu4C55hL6x29mmeAjytzC,Oliver Tree,Life Goes On,79,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,hip-hop,1192597.0,Non-Explicit,0.7360354425870359
86,4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,the remedy for a broken heart (why am I so in love),79,160184,True,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,4,hip-hop,26747778.0,Explicit,0.9318855680217136
87,1oen3GpTcA486fTHaT7neg,Girls' Generation,FOREVER 1,79,202533,False,0.615,0.871,9,-1.248,1,0.0516,0.0427,0.0,0.254,0.297,123.915,4,k-pop,1860723.0,Non-Explicit,0.7640455469065912
88,1v7L65Lzy0j0vdpRjJewt1,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",79,322226,True,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,,4,hip-hop,43747833.0,Explicit,0.9628651828806797
89,7n2FZQsaLb7ZRfRPfEeIvr,IVE,ELEVEN,79,178453,False,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,4,k-pop,702.0,Non-Explicit,0.2677880756978718
90,5FVbvttjEvQ8r2BgUcJgNg,BTS,Life Goes On,79,207481,False,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
91,1BncfTJAWxrsxyT9culBrj,Ludovico Einaudi,Experience,79,315426,False,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4,classical,2230302.0,Non-Explicit,0.7754535527154848
92,5W7DOVGQLTigu09afW7QMT,Sidhu Moose Wala,295,78,270000,False,0.557,0.794,11,-5.698,0,0.2,0.179,0.0,0.106,0.432,,4,hip-hop,3558210.0,Non-Explicit,0.8048671421593074
93,1dfsPqH09vnzUWEOsN98Ex,SEULGI,28 Reasons,78,189413,False,0.766,0.651,5,-3.546,0,0.0952,0.211,2.51e-06,0.144,0.488,121.995,4,k-pop,303710.0,Non-Explicit,0.6499071532771237
94,4pTkDIlpFNoeWbahu8pVXW,Izzamuzzic,Shootout,78,295308,False,0.663,0.578,2,-9.079,1,0.0687,0.312,0.906,0.109,0.553,86.986,4,k-pop,35571.0,Non-Explicit,0.5148713891395786
95,1HsSIPLTQT354yJcQGfEY3,TOMORROW X TOGETHER,Good Boy Gone Bad,78,191038,False,0.475,0.695,1,-5.919,1,0.102,0.0159,0.0,0.125,0.552,100.009,4,k-pop,3334132.0,Non-Explicit,0.8007713820860913
96,308Ir17KlNdlrbVLHWhlLe,TWICE,The Feels,78,198053,False,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,4,k-pop,8676701.0,Non-Explicit,0.8609956892533707
97,2WTHLEVjfefbGoW7F3dXIg,aespa,Girls,78,240440,False,0.57,0.974,3,-0.173,0,0.325,0.115,0.000594,0.125,0.65,171.958,4,k-pop,320148.0,Non-Explicit,0.6532261858992435
98,6or1bKJiZ06IlK0vFvY75k,Eminem,Rap God,78,363521,True,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,4,hip-hop,43747833.0,Explicit,0.9628651828806797
99,45OX2jjEw1l7lOFJfDP9fv,LISA,MONEY,78,168227,False,0.826,0.553,1,-10.121,0,0.234,0.163,4.12e-05,0.135,0.4,140.037,4,k-pop,3925.0,Non-Explicit,0.37609407689231134
100,5YMXGBD6vcYP7IolemyLtK,BTS,Euphoria,78,228615,False,0.637,0.799,2,-4.518,1,0.0338,0.394,0.0,0.0921,0.57,104.996,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
101,4IaxDf2FixiQXq0mW7key9,Jessi,ZOOM,78,174840,False,0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,4,k-pop,528753.0,Non-Explicit,0.6848194935021269
102,5elW2CKSoqjYoJ32AGDxf1,ENHYPEN,Polaroid Love,78,184601,False,0.738,0.67,7,-3.766,0,0.0439,0.458,0.0,0.361,0.651,138.055,4,k-pop,799974.0,Non-Explicit,0.7108918014457567
103,5mdWIwsJAzR97ShGkt8gcR,ZICO,New thing (Prod. ZICO) (Feat. Homies),78,147426,False,0.775,0.865,1,-2.015,1,0.307,0.0453,0.0,0.261,0.663,175.12,4,k-pop,969162.0,Non-Explicit,0.722972338586431
104,2WoluqyWzsgRmFCeHeGlnm,ITZY,SNEAKERS,78,179453,False,0.935,0.849,7,-3.047,1,0.0779,0.0192,0.0,0.0223,0.551,119.986,4,k-pop,1844093.0,Non-Explicit,0.763480248919757
105,3QwiidVHfeE9y5jl4n2MTC,SEVENTEEN,_WORLD,78,178453,False,0.709,0.809,2,-3.198,0,0.0541,0.312,0.0,0.0899,0.788,,4,k-pop,5087427.0,Non-Explicit,0.8273790771103431
106,6Ho58vQUjGnBU9m8Z6uNcv,BLACKPINK,Tally,78,184248,True,0.693,0.606,7,-5.997,1,0.0308,0.00817,0.0,0.0942,0.447,129.942,4,k-pop,20950428.0,Explicit,0.9165029956808098
107,4JzCFEc3O2UEdjKzevvFH5,BTS,For Youth,78,264480,False,0.633,0.511,2,-5.665,1,0.0368,0.434,0.0,0.248,0.29,116.855,3,k-pop,31623813.0,Non-Explicit,0.9424301084207701
108,21hB8x6QTEsTfIDENPcyXm,BLACKPINK,The Happiest Girl,78,222025,False,0.439,0.352,0,-9.632,1,0.057,0.587,0.0,0.14,0.548,181.517,3,k-pop,20950428.0,Non-Explicit,0.9165029956808098
109,6MdqqkQ8sSC0WB4i8PyRuQ,Dr. Dre,No Diggity,77,304600,False,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,4,j-dance,5573285.0,Non-Explicit,0.8331225314207179
110,6TBJkXHPhu3EsMk1bshwuI,LeeHi,ONLY,77,240906,False,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,3,k-pop,843011.0,Non-Explicit,0.7141913640507012
111,6PRy17C5LiiN7VCLS6IA98,ENHYPEN,Future Perfect (Pass the MIC),77,180750,False,0.658,0.9,9,-3.479,0,0.264,0.0364,0.0,0.0771,0.526,156.096,4,k-pop,799974.0,Non-Explicit,0.7108918014457567
112,1ko2lVN0vKGUl9zrU0qSlT,Bill Withers,Just the Two of Us (feat. Bill Withers),77,438493,False,0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,,4,jazz,1107599.0,Non-Explicit,0.7313796842733502
113,7B4uYqxTpTOS1sgxFB9Ann,Sidhu Moose Wala,The Last Ride,77,262247,False,0.792,0.647,10,-5.447,0,0.334,0.0299,0.0,0.119,0.638,89.029,4,hip-hop,3558210.0,Non-Explicit,0.8048671421593074
114,0F7FA14euOIX8KcbEturGH,Lil Nas X,Old Town Road,77,113000,False,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,4,hip-hop,4562300.0,Non-Explicit,0.8205190214171023
115,0UzymivvUH5s8z4PeWZJaK,ENHYPEN,FEVER,77,172106,False,0.6,0.713,6,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999,4,anime,799974.0,Non-Explicit,0.7108918014457567
116,4NaaF28BeO9WzjDrSS71Nz,Mrs. GREEN APPLE,ダンスホール,77,203149,False,0.736,0.695,7,-3.87,1,0.0468,0.0209,0.0,0.0517,0.784,109.976,4,anime,1653838.0,Non-Explicit,0.7566237476961908
